comment,sentiment
true that instead talking modi shooting down the plane via abhinandan people wanted the downed pilot back how stupid the more talks the more you realise who really,1
did say modi proh said hes better than the others and the perception among the masses that proh and the truth that islamic population rapidly increasing bengal,1
sab you really care for kashmiris your reply should have been thatkashmir the only state india where even ambulances are not allowed travel during movement army convoy this the development modi sarkar,1
has emerged the biggest threat peoples interest modern times especially india where you are not nationalist you are not supporter narendra modi these are seeds fascism but this country too diverse and course correction near,1
next rally modi rudrapur uttrakand jai hind,0
arre sometimes use your thinking power you have left with any arre upa stopped completion the project arreee modi govt pushed the project completion arreee,0
why didnt you create jobs last years why the hell you were waiting for 2022 nehru indira rajiv sonia manmohan all promised remove poverty for yrs you waited for modi come and remove poverty serious its election not comedy show,-1
tbh todays public proclamation more modi inspiring indians dream bigjust like jfk did over space race than expecting any political gains the biggest usp modis campaign that both positive attacking nature instead solely negative like thugbandhan,1
not modi,0
development railways modi govt north east region has ensured smooth movement people goods trade commerce broad gauging capital connectivity rail projects are underway meghalaya tripura mizoram have come india rail map for first time,1
modi jitni aukat honi chahiye chamche uncle have doubt that job chamcha inc cell,0
india needs 272 win modi strike,1
well decision sir planning commission has been changed modi during 2014 now niti aayog being function only for publicity modi,0
the clip from where the then chief tells that they have the capabilities launch 2012 but the govt the day didnt grant permissions took bring vision nehru reality his proclaimed descendents didnt have the spine,0
nehru was years ago modi trying incite anger,-1
pics all the goodies promised,0
goldman sachs upgrades india citing modis improved chances getting reelected,0
takes theatre day remark,0
rahul gandhi announces big scheme for poor and made big promised like modi did 2014 like crore jobs15 lakh every account but that time channels make question mark feasibility promise but this time all channels making question mark why,-1
modiji speaks opposition sits with copies pencils hey modi said sharab this how opposition this country raises trivial matters now there will debate for days only those leaders are called statements whose interviews nation debates,0
want modi only,0
according survey report govts performance score below average the top voters priorities overall agricultural,1
aim maintain peace not war message modi today  interesting indeed most welcome,1
yaar matlab modi logon laakh burai lagti but this one seriously what all the pseudo intellectuals fighting bring the representative country like india matlab seriously,-1
what options congress haveestablishment and achievements have two different phenomena dear rahul gandhi and teamremember your three fights and understand last three fights done modi government nuclear test done bharat ratna atal bihari bajpaiji,0
please promite modi biopic taunting goodly need your bad luck randeep rona shuroo karo,1
nashe chad gyi  exctly tis daytime madness whn wrk offce its jzzzz beginning week but last month,0
you are best didi modi hotao das bachao,1
like proud modi,1
sadar pranam saw each every your speech share friends family really you have lot magic your words and sentence sir you are the greatest sir from yesterday speech sure you are again will come our hounarable shri modi,1
only three results praying for god 1sumalatha win deve gowda defeat modi mattome,1
what about lakh accounts promised modi heres the pmos response via,0
who strong leader modi fraud already said that know everybody know majority govt with vote,1
space power congrats,0
nothing special was expected one dare against modiji didnt give clean chit modi but shown loyalty front modi,1
sir you very well know which context modi and bjp using the term chowkidar why this unnecessary statement,-1
tolerated moron like modi for years with his cowardice not even hold unscripted press conference and wreck indian economy through demonetization think can manage with rahul gandhi thanks,-1
congratulation sirmodi hai toh mumkin haiyou are always proving this kudos our drdo scientist for this universal achievement,0
modi speech contempt defense secret,-1
modi say something about finger guy person,0
hello there your unroll thread the most underreported disaster modi govt has been its attack our environment its not exaggeration say  share this you think its interesting,1
honest indians today india strong have whole new deterrent that should feared politicians modi mere vote gaya,1
all these were rich people before 2014 and suddenly became poor after modi came into power,-1
its big achievement proud moment all indian congratulations all scientist and modi gov,1
modi please dont talk like india was built you you just came power after everything was done please stop talking like youre god the way well scripted speech reason for delay time was your practice,0
please stick your words and you are wrong have some guts say sorry and you win will say sorry till then have tea with your friend nirav modi,-1
heres how ajay devgn kriti sanon rajkummar rao madhavan replied narendra modi vote kar election 2019 campaign,0
know past all this but modi like chupa rustam type person any one know past him,-1
modi has given stability decisiveness has dealt with forces that want destroy india aggressive fashion exactly what the doctor ordered chumps like you shekhar cant stomach that but get used,1
who the real for poor people andra pradesh wants modi,0
globetrotter modi flew pakistan have biryani says priyanka gandhi from india news latest news headlines live updates from india times india,1
modi must thinking what went right the past years,1
loving your country and being antimodi two different things nobody doubts patriotism yet one can hve different opinion abt supporting modi rahul dont mix and what you have done your life will define you not the achievement parents grandparents,1
tomorrow iyc will big hashtag starting modi promised crore jobs but india today stands all time low job rate years,0
one month since pulwama attack have the guts ask how intel failed don paint modi stories,-1
ive just posted new blog will nirav modi and vijay mallya share the same jail cell extradited judge asks prosecutor,1
surya want raise voice that yesterday the press meet chidambaram has told that out economy growing @ per year and will double yearsthese people has been mocking our economy for years that modi did nothing and demo gst has crippled the economy,0
congress leaders should talk about their vision for country rather than just making commentary what modi doing they should give explaination why they are still giving slogan garibi hatao today even after years,0
wow andhra will newyork under jagan and modi reddys will richest and brightest people the world all because jagan,1
congrss chanting modisname and indirectly canvassing for modi negative politics,-1
thats what wanted know any one piece shit gulams dont know whom want make rather dont have any one who deserve but keep crying remove modi get lost and dont waste time  kutark dena shuru kar dete hai logical reply,-1
india have decided wont let modi until get lakh and wont let rahul win until makes gold out potatoes,1
narendra modi the real chowkidar the country challenge him appeal against the acquittals handed the blast verdict this yet another failure the bjp govt crackdown and deliver justice victims,-1
have but only modi dont have respect for jawans,0
indian media thoroughly controlled modijaitley wouldnt publicize congress scheme congress need find out effective alternate means take this scheme masses,1
want see indias next prime minister narendra modi,0
abbu modi sending message paki modi sends greetings imran khan pak national day says time work together atmosphere free terror and violence via,1
narendra thursday attacked the opposition parties for raising questions over indias air strikes against pakistan and its capabilities the space,0
forget lakhs modi says that becomes again 2019 will personally deliver golden shower each devoted bhakt his,1
yet neither party did anything save the sri lankan thamizhars here too fake news has been spread make people believe that modi the cause this announcement freebies incl sets that harmed the eyesight mental health children garner votes,-1
watch the inspirational story modi office trailer out now,1
child sexual abuse its huge problem india why dont our netas care via,1
want concentrate one gaali the leader called modi terrorist thats ironical there any party responsible for encouraging terrorism kashmir and congress anand ranganathan scientist author,1
saw the film excuse though india has state what changed modi hated freedom,-1
ive figured out profession would worse therapist hell talk about himself for the whole hour,-1
sibal very hot handleyou have accept your boss match for assiduous modi,1
flays opposition over,0
try calling girl bitch real life and then expect her converse with you she will give you tight slap your face and lesson you wont forget ever your life thats what being modi supporter has made you gdp and stock market growth not going matter,1
please let the little kid know about modis 2014 poll promise crores jobs per year lakhs every bank account,-1
sir impress voters tdpncbn not worry jagankcr jsppawan request voters kedikcrchormodi intention avoid one lakh crs due krishnagodavari waters 5crsap tell the voters 4yrs tdp with bjpmodi get funds only after realise modi against cameout,-1
when terrorists killed crpf soldiers pulwama modi was doing filmy shoots uttarakhand and continued his shoot even after knowing modi has shame politicising soldiers bravery,-1
and specially unlike sonia did modi sacrifice big eating daal chawal afternoon didnt ask,1
thanks rupa aka macaulayputri really believe lot issues need focus modi loses ill relieved and will party for least week,-1
gives green signal alliance with aap delhi live updates,-1
suppose you misunderstood was just pointing out the fact that while says wants modi the tata group funds some the most rabid antimodi media houses didnt want insult one the greatest entrepreneurs the country,1
proper homework den comment scientists giving 100 credits modi 20092014 both times congress failed dont want spend time with conversation with bcoz one tweet proved dont know anything,-1
modi hails india space superpower,0
now the people the country have decide that those who are saying poverty from many generations have trust them narendra modi has made many changes five years trust them gaurav singh chandel,1
you describing yourself headache for modi from within from outside was not appropriate modi listens you and you are well aware this fact,0
didnt say anything abt videoright wrong but see the credentials abhisar types most exarmy men would trust army instead these buggers its not abt anybody else its abt true false above all our nation and these ppl like,-1
the project needed years executed from date approval denied upa 2012 modi granted permission 2017 destroyed satellite launched current year modi must god time such that drdo could days prior first phase modi must god wow,1
hindusikhjains etc dont want inform their kids lvjihahd other jihahds what will the kids their friends will think are denial jihahd are earning their crumbs from jihahdis are permanently passive state waiting for shivajis rebirth,-1
has take care his dogdogs ieindian natives what india looted diaspora like meghnath desai happy that nirav modi safe london all donedusted meanwhile media india goes around the country doing hindumuslim population division gujaratis wanted,1
always expected from you urisalute the armed forces balakotsalute the air force asatsalute the drdo and isro modi winning electionssalute the opposition for good fight youre predictive,1
modi outsider but nehru was insider,0
why addressing the scientists hindi there are other languages recognised our constitution this the idea modis new india,1
vande mataram and modi with 400for the betterment bharat,0
the truth behind chowkidar chor hai supporters qchowkidar chor kyun hai aarre look the economyit mess you show them the facts and figures arre galat haimodi tumko ullu bana raha mann meinarre demonisation mein paise gaye aur tax nahi chura sakte,-1
healthcare for middle classpoor cost 850 medicines regulated cost medical equipment regulated cost stents reduced modicare coverage 5lakhs per family for 10cr poor families 5000 jan aushudi kendras sell drugs the market rate,-1
mamata banerjee hits out modi over lynching incidents source youtube via dailyhunt download now,0
sir todays gulf news dubai about modi transformation varanasi,0
pai your argument that modi and rajnath singh cannot protect the citizens the country from internal lynchings but can protect from external harm even bjp governed states hmmmm,0
gandhi announcement 72000 per year promised pakistan and china some monitory help demolish modi government,0
 were present with many economics discussed plan targeted modi gst notebandhi etc what this possible yes than can you explains how because your  confuse amount figure than only jumla,1
       narendra modi warns against those who care much about the proof don care much about the sons soil nation can not disrespect the sacrifice its soldiers,1
high lights modi govt,1
yes right now which nation will get its satellite near india get secrets and one will get its satellite near what the point asat stupid modi calls its deterrent congress and chidambaran smart,-1
amit shah credits narendra modi for balakot airstrike says not like dumb saint manmohan singh click here,-1
very positive news for the quasi public sector corporations from narendra modis republic unimaginable even only decade ago corporate india has come long way and could the darling the worldwide investors dring the 2020s via,1
haha the why not chowkidar come and start pension for army people dont tell any thing for modi will let you down each every topic,1
former drdo chief saraswat credits narendra modi for conversation with srinjoy chowdhury,0
congress and the supporters lose when they start criticizing modi for asat etc start giving credit nehru congratulate the scientists and move nehruupa iii are not going get them votes now,0
either modi capable hypnotizing all sane minds all sane minds think that great leaderand they all say has the will power and vision that other contemporary leader has,1
not surprised this piece remember modi mian musharraf campaign slogan 2002 after the godhra riots musharraf was not surprising but mian had muslim written all over 2019 will reveal the mian musharraf  strategy will work not,-1
way modi has been good for india public stupidity full display esp since nov 2016 perhaps like never before history,1
speech modi few days back every modi chor hey think every modi come from gujarat means every gujarati chor hey,-1
sacked for complaining about food exbsf man contest polls against,0
 narendra modi says india shot down loworbit satellite were country peace now them hostile nation police state heart2indian ppl,-1
india becomes elite space power with mission shakti shoots down leo satellite announces modi who will first ask proof,1
book and book why modi right for india excommunist manifesto are both set launch the ambedkar intl centre with chief guests,1
all isro drdo work done last four years fan modi for that all roads bridges india independent four years ago,0
think anti modi indians have trivialised everything that nationalist this asat big thing like the nuclear test learn give credit,0
tsunami stings modi bjp unmasked promo  tnn world,0
without political willdirectionadequate funds motivationno premier scientific org nationhowevr good may bcant successful its missions modi shd congratulated 4creating this vibe mkng all our missions,1
stalin quotes verses from ramayana that describes rama looking sita here stalin uses that anology for modi and jayalalitha and says theres illicit affairs between both the parties how cheap,1
lucky bastard have maid whom you harass when wife out work your butt off coz the poor will longer remain poor serve the percent called rich seen modi use broomstick for swach bharat daily sanghi,-1
icing the cake  varanasi lok sabha seat against modi aap gives congress congress gives gives bsp bsp candidate joins bjp too much fun,1
and lick modis shoe,0
declares superpower satellite downed missile,0
modi losing written all over this tweet,0
true now people will say  fake but gobi mean modi brought world its knees,-1
india supports modi who has successfully taken poor out poverty unprecedented pace poor now enjoy secured future and are more mercy middlemen because modi govt that they are enjoying their rights which were denied them earlier,1
narendra modi and our army,0
modi bhakth say dont question manifesto becoz will drag modiji name itis fact that modi govt against ponmanickavel voter want know why opposition not against hail democracy foe practised modi followers,-1
free speech isnt for massesonly those that decide what the masses should hear this because modi 2019they scared rws helping modi another termlol social media meddling midterm election banning rws right free speech,1
and think 2014 congress was power position and modi had said that and complain why congress not doing any case  wrongl,0
not just modi except for pidis everyone has negative opinion about the fake gandhis and don consider them the first family this country,-1
not single case proved what did modi yrs,1
bravo bravo you are doing that thing that narendra modi can never give unscripted interview,0
modi still holds the office and position and has right inform the nation about current developments defence sector,1
when you out vote remember this bjp scams under modi govt gandhi family out bail antinational media exposed surgical strike and air strike ruined pakistan royal treatment for lutyens journalists fake ngos and lacs shell companies banned terrorists are killed,-1
shashiji have enjoyed lots lass your life lots country have visited even poor cant dream even modi supporter but like one congressi thats you please dont try make bakra with fellow indians after 23rd may kindly write tharoor dictionary,1
modi terrorist they need learn from pakistan,0
because they know none better than modi rightnow might some them dont baised toward bjp but toward modi only has courage take risky steps just like msd,1
time again has been proved that modi thinksplans for his rich friends whereas thinksplans for indian agree friends,1
wherever you are you can reach your polling booth within hours just think man why should modi modify your polling booth,0
modi the first india who attended more bollywoodcricketcorporates events than parliament sessions,1
sir abhi party shuru hui hai all the dalas will come out then 23rd may when modi forms govt again they will run away papu will vacation,0
thought amethi was safest seat congress both modi and rahul made civilization point varanasi sacred for hindus and christoislamic dominant wayanad for rahul,0
under leadership shri naredra modi iny problem saying soafter all our,0
was impressed the development and reform agenda the modi govt,1
sir governor rajasthan recently endorsed modi despite holding constitutional chair which expected politically neutral discharge services will gather courage condemn such rhetoric advice them refrain from such acts again,-1
when you wife your friend sachin piolet attands inarguration function nirav modi and you arranges loan him how you claim that narander modiji any way him,0
and only party with patriotic values,0
that saraswat old sanghi who peddling modis agenda,1
please all central and state government employees take pledge for bjp again modi again piyush bjp,0
main telephone exchange bsnl ahmendabad sized the name non payment local tax first time that govt dept sized and main reason that bsnl gujrat officers were not favouring rjio modi hai mumkin hai,1
comparing modi with other candidates like rahul gandhi mamta benerji maayawati etc find narendra modi far much better than others,1
all agree modi development doubt here and will continue please talk about developments karnataka  are they really working similar way modi that what bjp agenda should,1
modi govt busy creating bad blood themselves have time check this serious issue ayushman bharat use ayu folks affected govt needs act    ,-1
too more exciting vote for modi not candidate,1
hai humarey mahan chowkidar modi dusre hain bhowkidar pappu jinko bhowna pasand but really thought kutte chowkidar key dost hotey hain,1
which quality ganja you take bhai more toxic then modi jis ganja mahi and samson comparison like china made mobile and apple,1
jio fired his backhaul engineers without prior notice kindly help politiciansmr gandhi and modi,1
not just congress over 100 indian filmmakers want throw narendra modis bjp out power,0
but chose reply modi whereas many celebs ignored modis msg,1
modi the best primeminister the india modi again till 2028,1
never say ndabjp govt againhe always modi govt for modi always never wewe dont know why partiesleaders support him when self proclaim and not give importance anyone,0
okay guess were talking about specific scheme here may you are talking the general idea ubi which debatable targeted subsidies are the best option like the one modi did with small farmers evenif ubi,1
mission shakti marks indias entry the club space superpowers,0
with 1000 likes per minute modis tweet suprise message goes viral this violation election code this shameless modi hungry for cheap publicity nad the blind sleepinh what shame,-1
trailer web series just awesome seems better than the movie and are looking tough the trailer eagerly waiting for this one,1
with the borders secured from pakistan myanmar modi has rattled terrorists and left deep scar this why,0
hate modi much that people forget all filth corruption under the rule their corrupt employers who any extent destroy this country supporting anti national gangs just show hatred towards modi unbelievable wow great journalism keep going,-1
adding chowkidar prefix twitter handles will not help bjp winning polls rather best thing would work grnd issues like explaining modi govt policies schemes etc will benefit bjp winning polls with thumping majority are that job sir,1
wonder what will happen back bench sitters when shri modi will taking oath may,0
coming days you will see more obc leaders country and not modi dont lie obc sammelan,1
friend from basavangudi wants modi but not tesjavi how should vote,1
best wishes sir looking forward your rally uttarakhand dehradun fir baar modi sarkar,1
seriously india does not even care abt pakistan ask any indian abt pakistanheshe would not give shit about fact pakistanis obsessed abt modi abt bollywood indian cricketersbut wen ask pakis abt indiathey wil all start crying modibjphindus,-1
why such desperation when the  comfortably leading the race modi didn even consult election commission before mission shakti address,1
excellent chowkidar shri narendra modi your wider wisdomed leadership are blissful boon india every aspect every hard questions you gets sixered you shri narendra modi you spoke the factual your effective governance salute with delight,1
modi used his trick and put the ones his bhaktas,0
want lead world this very important become power space this very important ham ghus kar marenge alian bhi marenge space,1
but modi not player chowkidar lol,1
bjp managed nation way that crore jobs were lost years instead creating jobs lakh loan taken modi govt unaccounted per cag report most democratic institution including destroyed this development growth dont think people are fool,1
neither this because have been great space power for many years before modi became abut remember the loves claim government ever achieved any success till became only modi has the magic wand hilarious modi,1
religion your tagline post one video where modi speaking against muslims come out open politics why hiding behind journlism and speaking lies yes pak and terrorism problem,-1
since see many people questioning why narendra modi himself had announce guys the minister responsible for department space none other than narendra modi then whom you are expecting announce this matter,1
huge respect for this person the first who told what exactly modi,1
with sir namoh again namoh modi,0
indias economy walked back modi reign,0
sir con ruled india for yrs and bjp modi not even more than yrs,1
pms akhnoor visit banners raised back modi and chowkidar chor hai,0
congress led upa surgical strike dont air strike dont asat missile dont modi sarkar surgical strike for air strike for asat missile for modi hai mumkin hai,0
veryvery nice massage dear modi sir god bless you sir our support always for sir,1
sir make more stronger but not,1
nirav modis firm moves bombay high court against order auction paintings calls unlawful news18 shane warne,-1
correct nirav modi kharab hai akhir paisa leke bhag gaya woh thank god have our respectable who working day and night keep india safe you really should thankful,1
the post using old from 2012 claim that the bjp government has succeeded cleaning the ganga much that priyanka gandhi drinking water from the river,1
ghandi family hatao modi phir lao garibhi apne aap hatjayega hidden message  middle class will have pay more tax poor will deceited yet again economy will screwed again,-1
will introduce priyanka from amethi case wins both seats secondly rawan will certainly pitted against modi will modi also back gujrat will prefer will interesting,1
these are the same people who pretended they hadn read the vadra story 2011 the jay shah story 2017 trust modi shah had given them even iota access they would have happily become panna pramukhs,1
all the best against evil  regime liar cheater lootera modi,0
all the best priya hope modi will the,1
deputy election commissioner sandeep saxena said the prime minister office had neither informed nor sought any permission from the for broadcast his address after the issue was raised the set committee look into the matter,0
one option left out nda wins but not modi,1
far chaiwala concerned did you hear when was the gujarat when was declared the candidate they dug out background modi,1
know about modi govts transformative measures empower our farmerswatch this video via namo app,0
why cant india produce single believable biopic why should the biopics propaganda driven modis rise from nowhere deserves biopic should made with authenticity true story right then why not depict just know,1
has been big thorn indian rss run far right modi government,1
they used send mani shankar aiyar their representative request their terrorist friends hafeez saeed and masood azhar some how help surgical strike throw out modi these people can ever protect our nation they absolutely have attachment nation,1
our armed forces who give befitting reply our enemies politicians jump take credit,0
violent threat lie like modi,-1
commentsfrom themuri babathey  such issues especially when its got nothing with modibjp rssor somethinganything with congress,0
hats off union minister gadkari the new metro pride nagpur completed record time the power comes from solar one the stations floors hear rahul kanwal one the critics modi govt bjp not tiring showering,1
congress means curruption parivaarvaadshunt them outvote modifor india making greathail modi asaam,0
and time not wastedmodi koob gali,0
modi coins new acronym sarab hit out grand alliance akhilesh gives his own spin news18 girinath singh,1
upcoming political biopics narendra modi lakshmi ntr and thalaivi,0
was sacked because spoke against the bad quality food served should have blamed for bad quality and would have got,-1
indian want true nationalist and desi narendra modi not hybrid one rahul and his family never speak against christanity and muslim and labels hindus terrorist after 2019 should see that this whole family should behind bars for the sin done against hindu,1
madam pls stop day dreamingthat not gonna happenmodi isual will sit the chair,0
swami what about lac modi was promis country for each and everyone and where were you sleep when distributed 2000to each farmer for first installment tha was not killing modi,1
modi got way too much credit there was massive anti incumbency against the congis,1
did modi mission shakti address violate model code verdict tomorrow elections news the indian express via,0
what frustration,0
modi real love for the armed forces full display wanted chest thump the f16 being shot down more than bringing abhinandan back,1
were tulsi had idea how address was ridiculous  modi,-1
they are missing this from last five years they want modi out they are enjoying our money tax payers money,1
but unfortunatly there only interest and agenda modi hatao and modi only agenda development end terrorism black money upliftment poor dis not just difference  night and day difference which every human being can very wel understand maddy correct,-1
meri modi koi personal problem nai han mujhe right wing ideology nai pasand toh mut kar right wing ideology support bhi toh system chuni jati ignore kar system komut comment kar 6000 2000 scheme peru can only the opposite side wall,1
rahul gandhi will pmof indiamodi poison for the economy ofindia,0
was right abuse our army chief was right call our air chief liar will the people india forgive all this modi tune watch his live address from mega rally uttarakhands rudrapur,1
modi addressing rallies jammu rudrapur and meerut support namo because you are working for growth development for nation removing poverty form india and lot more thing cant express twitter,1
miss you dodo really how compared weekends miss modi,1
modi government once again,0
aapki hesab modi nai garibe meta 2014 india 4th powerful country but today number 13th india 3rd number gdp the world today number bohot hai xyz genaounga tho demag kharab jayega,1
for yrs any bjp meta didnt but only for opposition,0
seriously never said anything about credit and everyone know that scientist amazing work reach this milestone how much hate for modi,-1
modi would have been different with babu,0
renee  absolutely right about ndtv everything truth which have written about also like zee news coz whatever shows shows fact wont false say ndtv antimodi chennai  jai hind jai bharat,-1
nirav modi statement london court was threatened congress leaders escape and run away from india paid them commission 456 congress leaders share was only rest was congress leaders share,0
modi not looking nervous its the traitor parties lookig nervous that save their back they did thug bandhan this itlsef shows modis position india around world,0
just right for modi,1
problem bihar voting heavily fluenced caste for state have development akin sub saharan levels will self defeat for voters voting nationalism doubt this happen bihar voting will individual mps not modi wave,-1
this who have tagged all those who criticise modi with antiindia this clear sign leaders pushing the dectatorship regime and stupid fool fail understand the dirty politics hidden behind,-1
for ruling regime and opposition healthcare doesn seem issue the indian express,0
criticism absolutely fine but how can you loose your mental balance just for the sake criticism  again homework from modi haters,1
talk about last years you are not ashamed modi,0
takes his reelection campaign into outer space,0
man jean dreze and bhagat singh are different from modi got you dumbass working among adivasis surely serving the upper castes rejecting god and religion and caste also serving the upper castes you were always fascist now proving what and idiot you are,-1
people call those shanis give anti india bigots this happy moment space technology the opposition jealous that all good things happening under modi leadership isro zindabad bharat mata jai,1
bring massive reforms coal remove coal ministry and completely open this sector its one the most corrupt sector people earn through corruption 100s crores every year modi cannot complacent miniscule investments capex for the last years,0
could mental case without any allegiance towards congress bjprss how does that make his lawyer guilty kapil sibal now after nirav modi was caught what should understand from that,-1
wrong audiencewrong model therefore wrong communication neither the sender nor the receiver have anything with the topic someone can think that not girl can write sucks sanitary napkin and get visibility this not and want modi out 2019,-1
modi has blame possible only because nehru nehru was main culprit strong foundation modern india according bjp rss that was the vision nehru who started all major institution our great country including drdo,1
next predictable event may 23rd when modi will win again,1
all those who think india has free media should read this article from prominent indian media insider and shocked the reality press freedom the worlds largest democracy put,1
its wrong comparison view because they lost because casteism and rajasthan they had loose whatever seats they got was because modi campaignppl were happy with her,1
mom even one step ahead than yours modi jeet bhi jayega toh hume kya hume todhi paise dega,0
classic example selective idiot you are comparing leader who split huge banyan tree into with baby cutting birthday cake into halves btw modi purchasing credits whereas indira earned her credits shut,-1
power chor chowkidar lakh every acnt dont crore employment every year dont down the petrol price dont farmer loan waiver dont rafale ambani for neerav modi vijay mallya looted bank for mota bhai,-1
did you guys change scheme congress has given money mallaya and nirav modi and you did not ask money back from them years why three year now dont ask from also for money for years after giving one crore looting india scheme,0
matter how you feel about narendra modi you have accept that the man politician not statesman atal bihari vajpayee was respectable honored statesman,1
democracy india has been firmly established itselfif any narendra modi tries harm democracy india the people india will show him the door,-1
before 2014 elected government were bringing scheme with object their cut modi has changed this policies for poor with 100 disbursement their bank account through dbt,-1
modi can say done vote for candidate vote for opposition right saying vote for whoever has best chance defeat modi,1
this goes out prove modi needs better translator,1
under narendra modis leadership india has earned significant status global arena,1
100 from south india very low compare that where 3000 them joined and cowbelt folks like you voted for terrorists like yogi and modi power wonder your place 3rd world shit hole where minorities are killed for beef,-1
this time vote only for modi,0
after may you will sell tomatoes pakistanget ready days are very short modi can provide skill development training for this also,1
congress have any dignity when their neta say beat public they chant modi modi kill modiji,0
every nominated person should reach atleast houses personally and ask them vote for modi and circulate messages social media hereby nominate,1
how can question its boss modi,0
narendra modi will continue india,0
the day when talked about sanitation congress laughed and made fun that but today only because focus the sanitation coverage has increased from miracle modi,1
while there are many achievements modi during last years but strong lesson pakistan has been liked entire nation this will prove decisive modis favour ensuing elections,1
independent filmmaker ill vote for shri narendra modi those filmmakers talking intolerance polarisation are just fucked,-1
one believes modi god every one knows human being however whats interesting india needed stand the ramparts redfort request advice people remove all dirt clean got 35cr jandhan accounts this accts now have 87000,1
its fine you are critical modi but seriously this our gdp this even doable,1
maan when its coming from anti modi psephologist aur aage bado awaiting your opinion poll,0
amit shah specializes stock trading was his job earlier and has high investments shares modi govt support that shares soars last years fudged all the gdp indicators and presented rosy picture economy they made 1000s crore now fund their elections,1
congratulations all our great scientists also our honrable prime minister narendra modi for the mission shakti and hope will more powerful upcoming days jai hind,1
who advising modi,0
agree that modi paying stupid politics with smriti,-1
what tweak significant for india followed the mcc and announced the right channel for liberals everything what person modi does for political gainhe also india courseevery action govt does has political implication democracy,1
yes election stunt also there are few people who the work and keep quiet few people market and this the age marketing the opposition can keep lying about nonexistent scam rafale modi can and will such things and like,-1
was talking about rahul gandhi aur narendra modi aur atal bihari how you know crooks,0
same like narendra modis promise credit lacs everybodys account lol,1
youth the power the country but modi government only made them jobless,0
congratulations modi,0
err because voted for modi 2014 led the gvt now the time tally the account the gvt,0
finance minister arun jaitley tuesday said that there only one gamechanger the 2019 lok sabha elections and that none other than prime minister narendra modi,1
new india thanks engineer and modi,1
congratulations team india proud our leader modi and great team members scientists,1
modi the voice nation for 2019 khanna via,0
atleast there was beep beep protecting upa some media mandate hypocrites sycophants praying bjp loss alas that wont happen modi will again  despite all efforts evidently explained gadkariji,-1
arnab and modi are using two separate but networked teleprompters for the interview,0
vajpayee gave india pokhran his heir modi gave shakti  thank you both you ,0
prabhuji latest art how will modi sarkars likely return power affect other nations also why select groups would want modi occupy the opposition benches sanjeev nayyar,1
the congress partys announcement income support tested simple arithmetic 72000 for five crore families works out lakh crore which less than 23rd what currently being given read full blog shri,1
from same place where modi was going give 15ls,0
modi will trolled again yes,0
wht about 16000 times via,0
modi addresses public meeting aalo arunachal pradesh subscribe,0
this nothing but desperation congress comeback power and save the career young they are vultures waiting loot india after all this demonetisation and corruption handling modi they are running out money people need understand,1
india will become super power leadership modi,1
congress hiding pappu behind modi face,-1
day dreaming good thing but hurts when you realize the truth  modi will win for sure you need come out your doldrums,1
its nothing but modi phobia,0
from what can tell arun jaitley position both that the asat could have been built years ago and also that testing today immediately prior election matter national security that should not questioned,0
dont think opposition show any respect modi whatsoever need talk about giving respect them only give who deserve,0
swati aap kya kah diye modi amoral hates constitutional niceties overrides due process drives hal bsnl into penury nation was petrified for min waiting for his important statement pure psychotic dont insult great mind leaving out his qualities not fair,1
trolls have field day modi biopic trailer rages,0
modishah can lie faster than can fact check given the extent their reach really surprise people choose blindly believe them and dance their tunes thats all they need seems theres not even pretense respecting facts and truth today,-1
sardar beant singh and dgp kps gill saved punjab from pakistan plan amalgamate the state pakistan breaking from india and create khalistan orders indira gandhibut narendra modi can never,0
bhai you can first congratulate indian scientists then can shout modi everything relate election usual fear reaching its peeks,0
when modi farts you will give credit the royal family because his digestive system was born their time,0
modi make important announcement 510 mins,1
sure course everyone who doesnt share your opinions everyone against modi and the government wrong and must eliminated,0
population cant anything unless weve right education modi has prepared for mass surveillance that people can never imagine even their dreams data and dna bills are such tools cant beat them unless weve succeed that,1
even mahatma gandhi cant defeat modi,0
modi address rally jammu march raina,0
whole world respecting our and our own people belittle him what shame modi govt has successfully implemented many schemes which benefited lakhs poor and needy economy has been strengthened deficit down inflation down gdp defence sector improving what demon,1
thats the whole point donot try take away the achivements the scientists modi did,1
dear does being antimodi make anyone antiindia the answer flat and resounding,-1
great feat achieved india keep afloat fourth global power mission shakti like brahmastra the quiver india congratulations and for making feel with chest like the rest 130 crs indians,1
 desh vikas chhota bhagidar little responsible chowkidar master yug very happy and full exited part campaign all pray  modi again,1
partly rightbt ths applies only bcos modi sanghisotherwise india nothing like wht jinnah thoughtupto late 80s were peace,-1
this called modi magic,1
start anti modi campaign again usual,-1
with the goal sabka sath sabka vikas modi govt striving hard build new india where peoples welfare utmost priority taking care the needs the poor and vulnerable has always been high the agenda modi vandematram,-1
the decision give economically weaker sections reservation was also taken says meerut follow live updates here watch live,1
yes true india big country and indias democracy much bigger then hate bjp rss india still alive and belives love peace prosperity india does not belives jumlebazi lies bjp modi rss ideology 2019 loksabha elections indian ppl will teach bjp,1
hahaha arnob tries act smart probably due peer pressure from lutyens with modi gets bitch slapped return for asking modi who ls2019     hahaha,1
modi singh who was better chowkidar listen,1
their fear against modi well displayed,0
congratulations drdo team and modi,0
